person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
1905,0,CONTROL - No message shown,39.0,Female,Black,High school graduate,Prefer not to say,Moderate Republican,Conservative,"Under $25,000",Nothing in particular,"Single, never married",Prefer not to say,67,2024-10-22 14:14:09,Harris
1906,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",91.0,Female,Multiple races,Associate's degree,Heterosexual,Lean Democrat,Conservative,"$25,000-$49,999",Catholic,"Single, never married",Suburban,53,2024-10-22 06:51:01,Trump
1907,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",38.0,Female,Hispanic,Some college,Heterosexual,Other,Slightly liberal,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,13,2024-10-22 12:16:56,Harris
1908,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",25.0,Male,White,Bachelor's degree,Heterosexual,Strong Democrat,Moderate,"$25,000-$49,999",Nothing in particular,Prefer not to say,Urban,21,2024-10-24 10:21:29,Trump
1909,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",40.0,Female,Asian,High school graduate,Heterosexual,Strong Republican,Prefer not to say,"$25,000-$49,999",Prefer not to say,Married,Suburban,39,2024-10-23 04:24:29,Trump
1910,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",61.0,Prefer not to say,White,Graduate degree,Prefer not to say,Strong Democrat,Moderate,"$50,000-$74,999",Protestant,"Single, never married",Suburban,33,2024-10-23 15:01:08,Trump
1911,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",44.0,Female,White,Some college,Heterosexual,Lean Republican,Conservative,"$75,000-$99,999",Mormon,Married,Urban,48,2024-10-23 07:50:54,Harris
1912,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",33.0,Female,White,Graduate degree,Gay or Lesbian,Moderate Republican,Slightly conservative,"$50,000-$74,999",Nothing in particular,Married,Urban,89,2024-10-22 01:00:01,Trump
1913,0,CONTROL - No message shown,24.0,Male,White,High school graduate,Gay or Lesbian,Prefer not to say,Slightly liberal,"$100,000-$149,999",Nothing in particular,Married,Rural,27,2024-10-24 18:55:24,Harris
1914,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",85.0,Male,Hispanic,Bachelor's degree,Heterosexual,Other,Moderate,"$25,000-$49,999",Catholic,Married,Suburban,86,2024-10-22 14:59:28,Harris
1915,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",41.0,Female,Black,Prefer not to say,Heterosexual,Strong Democrat,Slightly liberal,"Under $25,000",Mormon,Married,Rural,59,2024-10-22 20:52:56,Trump
1916,0,CONTROL - No message shown,85.0,Female,White,Some college,Heterosexual,Strong Democrat,Very liberal,"$75,000-$99,999",Nothing in particular,Widowed,Suburban,1,2024-10-22 20:27:58,Harris
1917,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",18.0,Male,Multiple races,Bachelor's degree,Bisexual,Moderate Democrat,Slightly liberal,"$100,000-$149,999",Protestant,Widowed,Urban,29,2024-10-22 18:41:47,Trump
1918,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",46.0,Male,Prefer not to say,High school graduate,Heterosexual,Strong Democrat,Liberal,"$150,000 or more",Catholic,Prefer not to say,Suburban,62,2024-10-23 23:10:51,Harris
1919,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",64.0,Male,White,Associate's degree,Heterosexual,Moderate Republican,Moderate,"$25,000-$49,999",Atheist,Divorced,Suburban,29,2024-10-24 11:35:55,Trump
1920,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",58.0,Male,White,Graduate degree,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Atheist,"Single, never married",Urban,7,2024-10-22 15:48:04,Trump
1921,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",54.0,Female,White,Bachelor's degree,Heterosexual,Independent,Moderate,"$100,000-$149,999",Catholic,Prefer not to say,Urban,50,2024-10-22 15:52:31,Harris
1922,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",,Male,Asian,Graduate degree,Heterosexual,Independent,Slightly conservative,"$75,000-$99,999",Nothing in particular,Divorced,Prefer not to say,43,2024-10-23 09:47:52,Harris
1923,0,CONTROL - No message shown,31.0,Non-binary,Asian,Associate's degree,Heterosexual,Moderate Republican,Prefer not to say,"$100,000-$149,999",Prefer not to say,Divorced,Suburban,58,2024-10-22 20:20:32,Trump
1924,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",94.0,Male,White,Less than high school,Bisexual,Moderate Republican,Conservative,"$75,000-$99,999",Agnostic,Married,Rural,34,2024-10-22 05:41:36,Harris
1925,0,CONTROL - No message shown,24.0,Female,Black,Bachelor's degree,Heterosexual,Prefer not to say,Very liberal,"$150,000 or more",Prefer not to say,Prefer not to say,Rural,98,2024-10-23 10:26:55,Trump
1926,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",78.0,Female,White,Bachelor's degree,Heterosexual,Moderate Republican,Slightly conservative,"$25,000-$49,999",Muslim,Living with partner,Urban,69,2024-10-24 02:32:15,Trump
1927,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",60.0,Female,White,Some college,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Protestant,Divorced,Suburban,9,2024-10-24 06:14:04,Harris
1928,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",46.0,Female,Hispanic,Associate's degree,Heterosexual,Strong Democrat,Very liberal,"$150,000 or more",Agnostic,Married,Prefer not to say,21,2024-10-23 00:32:16,Trump
1929,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",54.0,Male,Black,Some college,Heterosexual,Strong Republican,Prefer not to say,"Under $25,000",Nothing in particular,Married,Rural,59,2024-10-23 06:35:37,Trump
1930,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",47.0,Female,White,Less than high school,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Agnostic,Married,Rural,98,2024-10-24 08:27:37,Trump
1931,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",21.0,Male,White,Less than high school,Prefer not to say,Strong Democrat,Very liberal,"$75,000-$99,999",Nothing in particular,"Single, never married",Prefer not to say,31,2024-10-24 06:55:59,Trump
1932,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",72.0,Male,Asian,Some college,Heterosexual,Independent,Very conservative,"$150,000 or more",Prefer not to say,Divorced,Suburban,87,2024-10-22 20:16:12,Trump
1933,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",38.0,Male,White,Graduate degree,Heterosexual,Lean Republican,Very conservative,"Under $25,000",Mormon,Married,Suburban,40,2024-10-23 17:22:01,Undecided
